family_old_with_errors,family,genus,taxon,species,name_matched,accepted_name,Taxonomic_status,limit.s,limit.n,lat.mid,lat.ext,trop.frac,temp.frac,tropicality
betulaceae,betulaceae,betula,betula_populifolia,populifolia,betula_populifolia,betula_populifolia,Accepted,39,45,42,6,0,-1,-1
betulaceae,betulaceae,corylus,corylus_cornuta,cornuta,corylus_cornuta,corylus_cornuta,Accepted,34.8,51.1,42.9,16.3,0,-1,-1
betulaceae,betulaceae,alnus,alnus_rubra,rubra,alnus_rubra,alnus_rubra,Accepted,36.3,58.6,47.4,22.4,0,-1,-1
betulaceae,betulaceae,alnus,alnus_serrulata,serrulata,alnus_serrulata,alnus_serrulata,Accepted,29.7,68.4,49,38.6,0,-1,-1
betulaceae,betulaceae,alnus,alnus_incana,incana,alnus_incana,alnus_incana,Accepted,30.7,68.1,49.4,37.4,0,-1,-1
betulaceae,betulaceae,betula,betula_outahensis,outahensis,betula_utahensis,,No opinion,33.6,68,50.8,34.4,0,-1,-1
betulaceae,betulaceae,betula,betula_papyrifera,papyrifera,betula_papyrifera,betula_papyrifera,Accepted,35.6,68.7,52.2,33.1,0,-1,-1
betulaceae,betulaceae,alnus,alnus_viridis,viridis,alnus_viridis,alnus_viridis,Accepted,36.1,69.1,52.6,33,0,-1,-1
betulaceae,betulaceae,betula,betula_glandulosa,glandulosa,betula_glandulosa,betula_glandulosa,Accepted,38.7,68.1,53.4,29.4,0,-1,-1
betulaceae,betulaceae,betula,betula_pumila,pumila,betula_pumila,betula_pumila,Accepted,40,68.1,54.1,28.1,0,-1,-1
betulaceae,betulaceae,betula,betula_neoalaskana,neoalaskana,betula_neoalaskana,betula_neoalaskana,Accepted,58.7,68.4,63.5,9.7,0,-1,-1
bignoniaceae,bignoniaceae,campsidium,campsidium_valdivianum,valdivianum,campsidium_valdivianum,gelseminum_valdivianum,Synonym,-44.6,-39.8,-42.2,4.9,0,-1,-1
bignoniaceae,bignoniaceae,pithecoctenium,pithecoctenium_cynanchoides,cynanchoides,pithecoctenium_cynanchoides,pithecoctenium_cynanchoides,Accepted,-37.2,-27,-32.1,10.2,0,-1,-1
bignoniaceae,bignoniaceae,macfadyena,macfadyena_dentata,dentata,macfadyena_dentata,macfadyena_dentata,Accepted,-37.2,-25,-31.1,12.2,0,-1,-1
bignoniaceae,bignoniaceae,clytostoma,clytostoma_callistegioides,callistegioides,clytostoma_callistegioides,bignonia_callistegioides,Synonym,-37.2,-16.5,-26.8,20.6,0.338164251,-0.661835749,-0.323671498
bignoniaceae,bignoniaceae,tabebuia,tabebuia_alba,alba,tabebuia_alba,handroanthus_albus,Synonym,-26.9,-25.2,-26,1.7,0,-1,-1
bignoniaceae,bignoniaceae,jacaranda,jacaranda_micrantha,micrantha,jacaranda_micrantha,jacaranda_micrantha,Accepted,-26.8,-22.9,-24.9,4,0.153846154,-0.846153846,-0.692307692
bignoniaceae,bignoniaceae,jacaranda,jacaranda_montana,montana,jacaranda_montana,jacaranda_montana,Accepted,-24.3,-23.2,-23.7,1.2,0.272727273,-0.727272727,-0.454545455
bignoniaceae,bignoniaceae,pyrostegia,pyrostegia_venusta,venusta,pyrostegia_venusta,pyrostegia_venusta,Accepted,-34.8,-12.2,-23.5,22.6,0.5,-0.5,0
bignoniaceae,bignoniaceae,tecoma,tecoma_garrocha,garrocha,tecoma_garrocha,tecoma_fulva,Synonym,-29.9,-17,-23.4,12.9,0.503875969,-0.496124031,0.007751938
bignoniaceae,bignoniaceae,adenocalymma,adenocalymma_marginatum,marginatum,adenocalymma_marginatum,adenocalymma_marginatum,Accepted,-32.1,-14.4,-23.2,17.7,0.514124294,-0.485875706,0.028248588
bignoniaceae,bignoniaceae,tabebuia,tabebuia_heptaphylla,heptaphylla,tabebuia_heptaphylla,tabebuia_heptaphylla,Accepted,-32.1,-13.5,-22.8,18.6,0.537634409,-0.462365591,0.075268817
bignoniaceae,bignoniaceae,cuspidaria,cuspidaria_convoluta,convoluta,cuspidaria_convoluta,cuspidaria_convoluta,Accepted,-28.9,-16.5,-22.7,12.4,0.564516129,-0.435483871,0.129032258
bignoniaceae,bignoniaceae,parabignonia,parabignonia_unguiculata,unguiculata,parabignonia_unguiculata,parabignonia_unguiculata,Accepted,-25.5,-19.3,-22.4,6.2,0.677419355,-0.322580645,0.35483871
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_truncata,truncata,arrabidaea_truncata,arrabidaea_truncata,Accepted,-27,-17.1,-22.1,9.9,0.646464646,-0.353535354,0.292929293
bignoniaceae,bignoniaceae,tabebuia,tabebuia_obtusifolia,obtusifolia,tabebuia_obtusifolia,tabebuia_obtusifolia,Accepted,-23.3,-19.3,-21.3,4,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_vellosoi,vellosoi,tabebuia_vellosoi,handroanthus_vellosoi,Synonym,-21.4,-20.3,-20.8,1.1,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_lapacho,lapacho,tabebuia_lapacho,tabebuia_lapacho,Accepted,-24.3,-17.4,-20.8,6.9,0.884057971,-0.115942029,0.768115942
bignoniaceae,bignoniaceae,xylophragma,xylophragma_myrianthum,myrianthum,xylophragma_myrianthum,xylophragma_myrianthum,Accepted,-21.4,-19.4,-20.4,2.1,1,0,1
bignoniaceae,bignoniaceae,anemopaegma,anemopaegma_chamberlaynii,chamberlaynii,anemopaegma_chamberlaynii,anemopaegma_chamberlaynii,Accepted,-24.6,-16,-20.3,8.6,0.872093023,-0.127906977,0.744186047
bignoniaceae,bignoniaceae,jacaranda,jacaranda_puberula,puberula,jacaranda_puberula,jacaranda_puberula,Accepted,-28.9,-11.7,-20.3,17.2,0.686046512,-0.313953488,0.372093023
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_fagoides,fagoides,arrabidaea_fagoides,arrabidaea_fagoides,Accepted,-22.9,-16.5,-19.7,6.4,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_chrysotricha,chrysotricha,tabebuia_chrysotricha,handroanthus_chrysotrichus,Synonym,-23.4,-15.8,-19.6,7.7,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_mutabilis,mutabilis,arrabidaea_mutabilis,arrabidaea_mutabilis,Accepted,-28.9,-10.1,-19.5,18.9,0.712765957,-0.287234043,0.425531915
bignoniaceae,bignoniaceae,parabignonia,parabignonia_chodatii,chodatii,parabignonia_chodatii,parabignonia_chodatii,Accepted,-24.3,-14.6,-19.4,9.6,0.917525773,-0.082474227,0.835051546
bignoniaceae,bignoniaceae,perianthomega,perianthomega_vellozoi,vellozoi,perianthomega_vellozoi,perianthomega_vellozoi,Accepted,-22,-16.2,-19.1,5.8,1,0,1
bignoniaceae,bignoniaceae,jacaranda,jacaranda_cuspidifolia,cuspidifolia,jacaranda_cuspidifolia,jacaranda_cuspidifolia,Accepted,-26,-10.4,-18.2,15.6,0.83974359,-0.16025641,0.679487179
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_caudigera,caudigera,arrabidaea_caudigera,arrabidaea_caudigera,Accepted,-28.9,-7.1,-18,21.9,0.752293578,-0.247706422,0.504587156
bignoniaceae,bignoniaceae,adenocalymma,adenocalymma_comosum,comosum,adenocalymma_comosum,adenocalymma_comosum,Accepted,-23,-12.7,-17.8,10.3,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_pulchra,pulchra,arrabidaea_pulchra,arrabidaea_pulchra,Accepted,-22.9,-11.1,-17,11.7,1,0,1
bignoniaceae,bignoniaceae,amphilophium,amphilophium_vauthieri,vauthieri,amphilophium_vauthieri,amphilophium_paniculatum,Synonym,-25.8,-7.2,-16.5,18.6,0.876344086,-0.123655914,0.752688172
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_selloi,selloi,arrabidaea_selloi,tanaecium_selloi,Synonym,-43.3,11.3,-16,54.6,0.637362637,-0.362637363,0.274725275
bignoniaceae,bignoniaceae,memora,memora_valida,valida,memora_valida,,No opinion,-19.4,-12.5,-15.9,6.9,1,0,1
bignoniaceae,bignoniaceae,adenocalymma,adenocalymma_bracteolatum,bracteolatum,adenocalymma_bracteolatum,adenocalymma_bracteolatum,Accepted,-22,-9.2,-15.6,12.8,1,0,1
bignoniaceae,bignoniaceae,memora,memora_magnifica,magnifica,memora_magnifica,adenocalymma_magnificum,Synonym,-30,-1,-15.5,29,0.775862069,-0.224137931,0.551724138
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_sceptrum,sceptrum,arrabidaea_sceptrum,arrabidaea_sceptrum,Accepted,-17.2,-13.6,-15.4,3.7,1,0,1
bignoniaceae,bignoniaceae,clytostoma,clytostoma_campanulatum,campanulatum,clytostoma_campanulatum,bignonia_campanulata,Synonym,-22.9,-6.7,-14.8,16.2,1,0,1
bignoniaceae,bignoniaceae,cuspidaria,cuspidaria_lateriflora,lateriflora,cuspidaria_lateriflora,cuspidaria_lateriflora,Accepted,-22.9,-6,-14.5,16.9,1,0,1
bignoniaceae,bignoniaceae,distictis,distictis_scabriuscula,scabriuscula,distictis_scabriuscula,distictis_scabriuscula,Accepted,-19.9,-8.2,-14,11.8,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_insignis,insignis,tabebuia_insignis,tabebuia_insignis,Accepted,-15.5,-12.5,-14,2.9,1,0,1
bignoniaceae,bignoniaceae,jacaranda,jacaranda_rufa,rufa,jacaranda_rufa,jacaranda_rufa,Accepted,-14.8,-12.8,-13.8,2.1,1,0,1
bignoniaceae,bignoniaceae,anemopaegma,anemopaegma_citrinum,citrinum,anemopaegma_citrinum,anemopaegma_citrinum,Accepted,-19.8,-7.4,-13.6,12.3,1,0,1
bignoniaceae,bignoniaceae,xylophragma,xylophragma_pratense,pratense,xylophragma_pratense,xylophragma_pratense,Accepted,-22.9,-4.2,-13.6,18.7,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_pulcherrima,pulcherrima,tabebuia_pulcherrima,handroanthus_pulcherrimus,Synonym,-28.9,3.4,-12.8,32.3,0.832817337,-0.167182663,0.665634675
bignoniaceae,bignoniaceae,anemopaegma,anemopaegma_insculptum,insculptum,anemopaegma_insculptum,anemopaegma_insculptum,Accepted,-15.9,-8.8,-12.3,7.1,1,0,1
bignoniaceae,bignoniaceae,adenocalymma,adenocalymma_cymbalum,cymbalum,adenocalymma_cymbalum,adenocalymma_cymbalum,Accepted,-19.7,-4.8,-12.2,14.9,1,0,1
bignoniaceae,bignoniaceae,cydista,cydista_decora,decora,cydista_decora,cydista_decora,Accepted,-25.3,0.9,-12.2,26.2,0.93129771,-0.06870229,0.86259542
bignoniaceae,bignoniaceae,distictella,distictella_elongata,elongata,distictella_elongata,amphilophium_elongatum,Synonym,-13.5,-10.7,-12.1,2.8,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_triplinervia,triplinervia,arrabidaea_triplinervia,arrabidaea_triplinervia,Accepted,-26.2,2.4,-11.9,28.6,0.905594406,-0.094405594,0.811188811
bignoniaceae,bignoniaceae,pleonotoma,pleonotoma_pavettiflora,pavettiflora,pleonotoma_pavettiflora,pleonotoma_pavettiflora,Accepted,-15.2,-7.6,-11.4,7.5,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_prancei,prancei,arrabidaea_prancei,arrabidaea_prancei,Accepted,-13.4,-9.2,-11.3,4.2,1,0,1
bignoniaceae,bignoniaceae,clytostoma,clytostoma_uleanum,uleanum,clytostoma_uleanum,clytostoma_uleanum,Accepted,-19,-3.4,-11.2,15.5,1,0,1
bignoniaceae,bignoniaceae,anemopaegma,anemopaegma_patelliforme,patelliforme,anemopaegma_patelliforme,anemopaegma_patelliforme,Accepted,-18.3,-1.6,-10,16.7,1,0,1
bignoniaceae,bignoniaceae,clytostoma,clytostoma_sciuripabulum,sciuripabulum,clytostoma_sciuripabulum,bignonia_sciuripabulum,Synonym,-29.2,10.4,-9.4,39.6,0.856060606,-0.143939394,0.712121212
bignoniaceae,bignoniaceae,spathicalyx,spathicalyx_xanthophylla,xanthophylla,spathicalyx_xanthophylla,spathicalyx_xanthophylla,Accepted,-18.1,-0.4,-9.3,17.7,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_aurea,aurea,tabebuia_aurea,tabebuia_aurea,Accepted,-28.9,10.3,-9.3,39.2,0.862244898,-0.137755102,0.724489796
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_spicata,spicata,arrabidaea_spicata,arrabidaea_spicata,Accepted,-17.8,-0.5,-9.1,17.3,1,0,1
bignoniaceae,bignoniaceae,lundia,lundia_spruceana,spruceana,lundia_spruceana,lundia_spruceana,Accepted,-18,-0.3,-9.1,17.7,1,0,1
bignoniaceae,bignoniaceae,tynanthus,tynanthus_polyanthus,polyanthus,tynanthus_polyanthus,tynanthus_polyanthus,Accepted,-17.6,-0.4,-9,17.1,1,0,1
bignoniaceae,bignoniaceae,delostoma,delostoma_lobbii,lobbii,delostoma_lobbii,delostoma_lobbii,Accepted,-13.7,-4,-8.9,9.7,1,0,1
bignoniaceae,bignoniaceae,tynanthus,tynanthus_schumannianus,schumannianus,tynanthus_schumannianus,tynanthus_schumannianus,Accepted,-17.8,0.1,-8.8,17.9,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_brachypoda,brachypoda,arrabidaea_brachypoda,arrabidaea_platyphylla,Synonym,-26,8.4,-8.8,34.4,0.927325581,-0.072674419,0.854651163
bignoniaceae,bignoniaceae,tecoma,tecoma_sambucifolia,sambucifolia,tecoma_sambucifolia,tecoma_sambucifolia,Accepted,-17,-0.1,-8.6,16.9,1,0,1
bignoniaceae,bignoniaceae,periarrabidaea,periarrabidaea_truncata,truncata,periarrabidaea_truncata,periarrabidaea_truncata,Accepted,-12.8,-4.2,-8.5,8.6,1,0,1
bignoniaceae,bignoniaceae,jacaranda,jacaranda_glabra,glabra,jacaranda_glabra,jacaranda_glabra,Accepted,-17.5,1,-8.2,18.5,1,0,1
bignoniaceae,bignoniaceae,macfadyena,macfadyena_mollis,mollis,macfadyena_mollis,dolichandra_uncata,Synonym,-26.9,10.5,-8.2,37.4,0.909090909,-0.090909091,0.818181818
bignoniaceae,bignoniaceae,macfadyena,macfadyena_unguis-cati,unguis-cati,macfadyena_unguis-cati,dolichandra_unguis-cati,Synonym,-25.3,9.2,-8.1,34.4,0.947826087,-0.052173913,0.895652174
bignoniaceae,bignoniaceae,pleonotoma,pleonotoma_melioides,melioides,pleonotoma_melioides,pleonotoma_melioides,Accepted,-16.5,1,-7.8,17.5,1,0,1
bignoniaceae,bignoniaceae,roentgenia,roentgenia_bracteomana,bracteomana,roentgenia_bracteomana,roentgenia_bracteomana,Accepted,-15.2,-0.1,-7.7,15.1,1,0,1
bignoniaceae,bignoniaceae,tynanthus,tynanthus_panurensis,panurensis,tynanthus_panurensis,tynanthus_panurensis,Accepted,-14.4,-1,-7.7,13.4,1,0,1
bignoniaceae,bignoniaceae,anemopaegma,anemopaegma_arvense,arvense,anemopaegma_arvense,anemopaegma_arvense,Accepted,-24.2,9.2,-7.5,33.3,0.979041916,-0.020958084,0.958083832
bignoniaceae,bignoniaceae,cuspidaria,cuspidaria_floribunda,floribunda,cuspidaria_floribunda,cuspidaria_floribunda,Accepted,-22.9,8.2,-7.3,31.1,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_serratifolia,serratifolia,tabebuia_serratifolia,tabebuia_serratifolia,Accepted,-24.4,10.6,-6.9,35,0.974285714,-0.025714286,0.948571429
bignoniaceae,bignoniaceae,memora,memora_flavida,flavida,memora_flavida,adenocalymma_flavidum,Synonym,-19.2,5.6,-6.8,24.8,1,0,1
bignoniaceae,bignoniaceae,mussatia,mussatia_prieurei,prieurei,mussatia_prieurei,bignonia_prieurei,Synonym,-19.7,6.3,-6.7,26,1,0,1
bignoniaceae,bignoniaceae,anemopaegma,anemopaegma_floridum,floridum,anemopaegma_floridum,anemopaegma_floridum,Accepted,-20,7.5,-6.2,27.5,1,0,1
bignoniaceae,bignoniaceae,distictella,distictella_dasytricha,dasytricha,distictella_dasytricha,distictella_dasytricha,Accepted,-17.9,5.7,-6.1,23.6,1,0,1
bignoniaceae,bignoniaceae,lundia,lundia_corymbifera,corymbifera,lundia_corymbifera,lundia_corymbifera,Accepted,-22.6,11,-5.8,33.5,1,0,1
bignoniaceae,menispermaceae,cissampelos,cissampelos_andromorpha,andromorpha,cissampelos_andromorpha,cissampelos_andromorpha,Accepted,-25.5,14,-5.8,39.5,0.949367089,-0.050632911,0.898734177
bignoniaceae,bignoniaceae,memora,memora_allamandiflora,allamandiflora,memora_allamandiflora,,No opinion,-6.1,-4.8,-5.4,1.2,1,0,1
bignoniaceae,bignoniaceae,mansoa,mansoa_difficilis,difficilis,mansoa_difficilis,mansoa_difficilis,Accepted,-28.9,18.6,-5.2,47.5,0.886315789,-0.113684211,0.772631579
bignoniaceae,bignoniaceae,tabebuia,tabebuia_ochracea,ochracea,tabebuia_ochracea,tabebuia_ochracea,Accepted,-26.1,15.8,-5.1,41.9,0.937947494,-0.062052506,0.875894988
bignoniaceae,bignoniaceae,distictis,distictis_occidentalis,occidentalis,distictis_occidentalis,distictis_occidentalis,Accepted,-17.1,7,-5,24.1,1,0,1
bignoniaceae,bignoniaceae,pleonotoma,pleonotoma_dendrotricha,dendrotricha,pleonotoma_dendrotricha,pleonotoma_dendrotricha,Accepted,-14.6,4.9,-4.8,19.5,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_chica,chica,arrabidaea_chica,arrabidaea_chica,Accepted,-28.9,19.3,-4.8,48.3,0.887966805,-0.112033195,0.77593361
bignoniaceae,bignoniaceae,adenocalymma,adenocalymma_purpurascens,purpurascens,adenocalymma_purpurascens,adenocalymma_purpurascens,Accepted,-17.8,8.4,-4.7,26.2,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_incana,incana,tabebuia_incana,tabebuia_incana,Accepted,-13.6,4.1,-4.7,17.7,1,0,1
bignoniaceae,bignoniaceae,jacaranda,jacaranda_sparrei,sparrei,jacaranda_sparrei,jacaranda_sparrei,Accepted,-5,-4,-4.5,1,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_poeppigii,poeppigii,arrabidaea_poeppigii,arrabidaea_poeppigii,Accepted,-22.7,14.1,-4.3,36.7,1,0,1
bignoniaceae,bignoniaceae,jacaranda,jacaranda_macrocarpa,macrocarpa,jacaranda_macrocarpa,jacaranda_macrocarpa,Accepted,-4.9,-3.8,-4.3,1.1,1,0,1
bignoniaceae,bignoniaceae,tecoma,tecoma_weberbaueriana,weberbaueriana,tecoma_weberbaueriana,tecoma_weberbaueriana,Accepted,-6.5,-2,-4.3,4.5,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_corallina,corallina,arrabidaea_corallina,arrabidaea_corallina,Accepted,-28.9,20.3,-4.3,49.3,0.890243902,-0.109756098,0.780487805
bignoniaceae,bignoniaceae,clytostoma,clytostoma_binatum,binatum,clytostoma_binatum,bignonia_binata,Synonym,-28.9,20.3,-4.3,49.3,0.890243902,-0.109756098,0.780487805
bignoniaceae,bignoniaceae,distictis,distictis_pulverulenta,pulverulenta,distictis_pulverulenta,amphilophium_pulverulentum,Synonym,-13.6,5.6,-4,19.1,1,0,1
bignoniaceae,bignoniaceae,phryganocydia,phryganocydia_corymbosa,corymbosa,phryganocydia_corymbosa,bignonia_corymbosa,Synonym,-19.4,11.5,-4,30.8,1,0,1
bignoniaceae,bignoniaceae,pyrostegia,pyrostegia_dichotoma,dichotoma,pyrostegia_dichotoma,pyrostegia_venusta,Synonym,-18.5,10.5,-4,29,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_bilabiata,bilabiata,arrabidaea_bilabiata,tanaecium_bilabiatum,Synonym,-14.9,7,-3.9,21.8,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_affinis,affinis,arrabidaea_affinis,arrabidaea_affinis,Accepted,-13.9,6,-3.9,19.9,1,0,1
bignoniaceae,bignoniaceae,macfadyena,macfadyena_uncata,uncata,macfadyena_uncata,dolichandra_uncata,Synonym,-27.5,19.7,-3.9,47.2,0.915254237,-0.084745763,0.830508475
bignoniaceae,bignoniaceae,lundia,lundia_densiflora,densiflora,lundia_densiflora,lundia_densiflora,Accepted,-15.6,8.1,-3.8,23.7,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_tuberculata,tuberculata,arrabidaea_tuberculata,arrabidaea_tuberculata,Accepted,-14.7,7.3,-3.7,21.9,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_cinnamomea,cinnamomea,arrabidaea_cinnamomea,arrabidaea_cinnamomea,Accepted,-14.8,7.6,-3.6,22.4,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_conjugata,conjugata,arrabidaea_conjugata,arrabidaea_conjugata,Accepted,-22.8,15.7,-3.5,38.4,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_patellifera,patellifera,arrabidaea_patellifera,arrabidaea_patellifera,Accepted,-28.9,22,-3.5,50.9,0.893909627,-0.106090373,0.787819253
bignoniaceae,bignoniaceae,clytostoma,clytostoma_pterocalyx,pterocalyx,clytostoma_pterocalyx,bignonia_pterocalyx,Synonym,-18.2,11.3,-3.4,29.5,1,0,1
bignoniaceae,bignoniaceae,cydista,cydista_lilacina,lilacina,cydista_lilacina,bignonia_lilacina,Synonym,-17.5,10.7,-3.4,28.2,1,0,1
bignoniaceae,bignoniaceae,anemopaegma,anemopaegma_paraense,paraense,anemopaegma_paraense,anemopaegma_paraense,Accepted,-12.2,5.6,-3.3,17.8,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_pearcei,pearcei,arrabidaea_pearcei,arrabidaea_pearcei,Accepted,-17.6,11.1,-3.3,28.7,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_capitata,capitata,tabebuia_capitata,tabebuia_capitata,Accepted,-14.8,8.2,-3.3,23.1,1,0,1
bignoniaceae,bignoniaceae,amphilophium,amphilophium_ecuadorense,ecuadorense,amphilophium_ecuadorense,amphilophium_ecuadorense,Accepted,-5.7,-0.6,-3.2,5.1,1,0,1
bignoniaceae,bignoniaceae,delostoma,delostoma_integrifolium,integrifolium,delostoma_integrifolium,delostoma_integrifolium,Accepted,-13.7,7.3,-3.2,21,1,0,1
bignoniaceae,bignoniaceae,distictis,distictis_granulosa,granulosa,distictis_granulosa,amphilophium_granulosum,Synonym,-13.6,7.2,-3.2,20.7,1,0,1
bignoniaceae,bignoniaceae,amphilophium,amphilophium_aschersonii,aschersonii,amphilophium_aschersonii,amphilophium_aschersonii,Accepted,-14.4,8.2,-3.1,22.6,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_nicotianiflora,nicotianiflora,arrabidaea_nicotianiflora,arrabidaea_nicotianiflora,Accepted,-14.6,8.5,-3,23.1,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_obscura,obscura,tabebuia_obscura,tabebuia_obscura,Accepted,-11.5,5.6,-3,17.1,1,0,1
bignoniaceae,bignoniaceae,tanaecium,tanaecium_nocturnum,nocturnum,tanaecium_nocturnum,bignonia_nocturna,Synonym,-15,9,-3,24,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_florida,florida,arrabidaea_florida,arrabidaea_florida,Accepted,-26.8,20.8,-3,47.7,0.930672269,-0.069327731,0.861344538
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_japurensis,japurensis,arrabidaea_japurensis,arrabidaea_japurensis,Accepted,-14.8,9,-2.9,23.8,1,0,1
bignoniaceae,bignoniaceae,delostoma,delostoma_gracile,gracile,delostoma_gracile,delostoma_gracile,Accepted,-4.2,-1.6,-2.9,2.6,1,0,1
bignoniaceae,bignoniaceae,paragonia,paragonia_pyramidata,pyramidata,paragonia_pyramidata,tanaecium_pyramidatum,Synonym,-25.5,19.7,-2.9,45.2,0.955752212,-0.044247788,0.911504425
bignoniaceae,bignoniaceae,distictella,distictella_laevis,laevis,distictella_laevis,amphilophium_laeve,Synonym,-9.4,3.8,-2.8,13.1,1,0,1
bignoniaceae,bignoniaceae,macranthisiphon,macranthisiphon_longiflorus,longiflorus,macranthisiphon_longiflorus,bignonia_longiflora,Synonym,-5,-0.6,-2.8,4.4,1,0,1
bignoniaceae,bignoniaceae,memora,memora_adenophora,adenophora,memora_adenophora,,No opinion,-3,-2.4,-2.7,0.6,1,0,1
bignoniaceae,bignoniaceae,anemopaegma,anemopaegma_parkeri,parkeri,anemopaegma_parkeri,anemopaegma_parkeri,Accepted,-8.8,4.1,-2.4,12.9,1,0,1
bignoniaceae,bignoniaceae,tecoma,tecoma_capensis,capensis,tecoma_capensis,tecoma_capensis,Accepted,-25.3,20.5,-2.4,45.8,0.96069869,-0.03930131,0.92139738
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_trailii,trailii,arrabidaea_trailii,arrabidaea_trailii,Accepted,-13.5,8.8,-2.3,22.3,1,0,1
bignoniaceae,bignoniaceae,callichlamys,callichlamys_latifolia,latifolia,callichlamys_latifolia,callichlamys_latifolia,Accepted,-23.9,19.3,-2.3,43.2,0.990740741,-0.009259259,0.981481481
bignoniaceae,bignoniaceae,mansoa,mansoa_alliacea,alliacea,mansoa_alliacea,mansoa_alliacea,Accepted,-14.7,10.5,-2.1,25.2,1,0,1
bignoniaceae,bignoniaceae,stizophyllum,stizophyllum_inaequilaterum,inaequilaterum,stizophyllum_inaequilaterum,stizophyllum_inaequilaterum,Accepted,-15.8,11.6,-2.1,27.3,1,0,1
bignoniaceae,bignoniaceae,stizophyllum,stizophyllum_riparium,riparium,stizophyllum_riparium,stizophyllum_riparium,Accepted,-25.5,21.3,-2.1,46.8,0.957264957,-0.042735043,0.914529915
bignoniaceae,bignoniaceae,amphilophium,amphilophium_paniculatum,paniculatum,amphilophium_paniculatum,amphilophium_paniculatum,Accepted,-28.9,25,-2,54,0.871985158,-0.128014842,0.743970315
bignoniaceae,bignoniaceae,adenocalymma,adenocalymma_impressum,impressum,adenocalymma_impressum,adenocalymma_impressum,Accepted,-14.6,11,-1.8,25.6,1,0,1
bignoniaceae,bignoniaceae,tabebuia,tabebuia_roseo-alba,roseo-alba,tabebuia_roseoalba,tabebuia_roseoalba,Accepted,-22.9,19.5,-1.7,42.4,1,0,1
bignoniaceae,bignoniaceae,tanaecium,tanaecium_jaroba,jaroba,tanaecium_jaroba,tanaecium_jaroba,Accepted,-14.8,11.3,-1.7,26.1,1,0,1
bignoniaceae,bignoniaceae,mansoa,mansoa_standleyi,standleyi,mansoa_standleyi,mansoa_standleyi,Accepted,-13.9,10.6,-1.6,24.4,1,0,1
bignoniaceae,bignoniaceae,melloa,melloa_quadrivalvis,quadrivalvis,melloa_quadrivalvis,dolichandra_quadrivalvis,Synonym,-27.2,24,-1.6,51.2,0.91796875,-0.08203125,0.8359375
bignoniaceae,bignoniaceae,distictella,distictella_magnoliifolia,magnoliifolia,distictella_magnoliifolia,amphilophium_magnoliifolium,Synonym,-13.4,10.5,-1.5,23.8,1,0,1
bignoniaceae,bignoniaceae,haplolophium,haplolophium_rodriguesii,rodriguesii,haplolophium_rodriguesii,haplolophium_rodriguesii,Accepted,-11.8,9.2,-1.3,20.9,1,0,1
bignoniaceae,bignoniaceae,arrabidaea,arrabidaea_candicans,candicans,arrabidaea_candicans,arrabidaea_candicans,Accepted,-21.8,19.3,-1.2,41.1,1,0,1
bignoniaceae,bignoniaceae,jacaranda,jacaranda_mimosifolia,mimosifolia,jacaranda_mimosifolia,jacaranda_mimosifolia,Accepted,-37.2,34.7,-1.2,71.9,0.653685675,-0.346314325,0.307371349
